tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2024-540,Wimbledon,Grass,128,G,20240701,207,100644,4.0,,Alexander Zverev,R,198.0,GER,27.1,111815,,,Cameron Norrie,L,188.0,GBR,28.8,6-4 6-4 7-6(15),5,R32,151.0,15.0,2.0,96.0,73.0,66.0,15.0,16.0,0.0,0.0,10.0,1.0,117.0,90.0,64.0,16.0,16.0,6.0,8.0,4.0,6905.0,42.0,1070.0
2024-540,Wimbledon,Grass,128,G,20240701,208,209950,,,Arthur Fils,R,185.0,FRA,20.0,126128,,,Roman Safiullin,R,185.0,RUS,26.8,4-6 6-3 1-6 6-4 6-3,5,R32,198.0,7.0,5.0,139.0,83.0,64.0,29.0,23.0,8.0,12.0,5.0,1.0,133.0,83.0,57.0,29.0,22.0,9.0,13.0,34.0,1250.0,44.0,1045.0
2024-540,Wimbledon,Grass,128,G,20240701,209,200282,9.0,,Alex De Minaur,R,183.0,AUS,25.3,106298,,Q,Lucas Pouille,R,185.0,FRA,30.3,W/O,5,R32,,,,,,,,,,,,,,,,,,,,9.0,3830.0,212.0,284.0
2024-540,Wimbledon,Grass,128,G,20240701,210,208029,15.0,,Holger Rune,R,188.0,DEN,21.1,111460,,Q,Quentin Halys,R,191.0,FRA,27.6,1-6 6-7(4) 6-4 7-6(4) 6-1,5,R32,179.0,16.0,5.0,147.0,94.0,70.0,35.0,24.0,4.0,6.0,29.0,4.0,148.0,89.0,75.0,29.0,24.0,6.0,9.0,15.0,2370.0,220.0,272.0
2024-540,Wimbledon,Grass,128,G,20240701,211,104925,2.0,,Novak Djokovic,R,188.0,SRB,37.1,200615,,,Alexei Popyrin,R,196.0,AUS,24.9,4-6 6-3 6-4 7-6(3),5,R32,185.0,19.0,3.0,113.0,78.0,69.0,21.0,21.0,1.0,2.0,19.0,4.0,133.0,98.0,72.0,16.0,20.0,6.0,8.0,2.0,8360.0,47.0,981.0
2024-540,Wimbledon,Grass,128,G,20240701,212,206173,1.0,,Jannik Sinner,R,191.0,ITA,22.8,210097,14.0,,Ben Shelton,L,193.0,USA,21.7,6-2 6-4 7-6(9),5,R16,129.0,7.0,0.0,90.0,63.0,48.0,19.0,15.0,1.0,2.0,15.0,4.0,96.0,69.0,48.0,11.0,15.0,2.0,6.0,1.0,9890.0,14.0,2595.0
2024-540,Wimbledon,Grass,128,G,20240701,213,106421,5.0,,Daniil Medvedev,R,198.0,RUS,28.3,105777,10.0,,Grigor Dimitrov,R,191.0,BUL,33.1,5-3 RET,5,R16,40.0,6.0,1.0,23.0,14.0,9.0,6.0,4.0,1.0,2.0,1.0,0.0,25.0,14.0,8.0,4.0,4.0,1.0,3.0,5.0,6445.0,10.0,3750.0
2024-540,Wimbledon,Grass,128,G,20240701,214,207989,3.0,,Carlos Alcaraz,R,183.0,ESP,21.1,200005,16.0,,Ugo Humbert,L,188.0,FRA,26.0,6-3 6-4 1-6 7-5,5,R16,180.0,14.0,6.0,135.0,95.0,63.0,17.0,19.0,8.0,13.0,10.0,1.0,103.0,67.0,45.0,17.0,19.0,2.0,8.0,3.0,8130.0,16.0,2300.0
2024-540,Wimbledon,Grass,128,G,20240701,215,126205,12.0,,Tommy Paul,R,185.0,USA,27.1,105138,,,Roberto Bautista Agut,R,183.0,ESP,36.2,6-2 7-6(3) 6-2,5,R16,122.0,11.0,2.0,88.0,54.0,43.0,21.0,14.0,3.0,4.0,0.0,0.0,88.0,67.0,36.0,13.0,14.0,2.0,7.0,13.0,3100.0,112.0,555.0
2024-540,Wimbledon,Grass,128,G,20240701,216,207518,25.0,,Lorenzo Musetti,R,185.0,ITA,22.3,208659,,LL,Giovanni Mpetshi Perricard,R,203.0,FRA,20.9,4-6 6-3 6-3 6-2,5,R16,123.0,3.0,0.0,88.0,63.0,50.0,21.0,18.0,0.0,1.0,10.0,8.0,108.0,70.0,47.0,20.0,18.0,10.0,15.0,25.0,1620.0,58.0,853.0
2024-540,Wimbledon,Grass,128,G,20240701,217,126203,13.0,,Taylor Fritz,R,196.0,USA,26.6,100644,4.0,,Alexander Zverev,R,198.0,GER,27.1,4-6 6-7(4) 6-4 7-6(3) 6-3,5,R16,209.0,15.0,0.0,145.0,96.0,80.0,34.0,27.0,1.0,2.0,19.0,3.0,153.0,115.0,92.0,18.0,26.0,2.0,4.0,12.0,3350.0,4.0,6905.0
2024-540,Wimbledon,Grass,128,G,20240701,218,200282,9.0,,Alex De Minaur,R,183.0,AUS,25.3,209950,,,Arthur Fils,R,185.0,FRA,20.0,6-2 6-4 4-6 6-3,5,R16,174.0,2.0,4.0,112.0,60.0,43.0,27.0,18.0,9.0,14.0,8.0,7.0,124.0,71.0,40.0,23.0,19.0,7.0,16.0,9.0,3830.0,34.0,1250.0
2024-540,Wimbledon,Grass,128,G,20240701,219,104925,2.0,,Novak Djokovic,R,188.0,SRB,37.1,208029,15.0,,Holger Rune,R,188.0,DEN,21.1,6-3 6-4 6-2,5,R16,123.0,5.0,2.0,80.0,51.0,38.0,21.0,14.0,2.0,2.0,3.0,4.0,80.0,43.0,30.0,18.0,13.0,10.0,14.0,2.0,8360.0,15.0,2370.0
2024-540,Wimbledon,Grass,128,G,20240701,220,106421,5.0,,Daniil Medvedev,R,198.0,RUS,28.3,206173,1.0,,Jannik Sinner,R,191.0,ITA,22.8,6-7(7) 6-4 7-6(4) 2-6 6-3,5,QF,240.0,15.0,11.0,174.0,119.0,91.0,25.0,26.0,3.0,6.0,17.0,4.0,150.0,97.0,78.0,28.0,25.0,4.0,7.0,5.0,6445.0,1.0,9890.0
2024-540,Wimbledon,Grass,128,G,20240701,221,207989,3.0,,Carlos Alcaraz,R,183.0,ESP,21.1,126205,12.0,,Tommy Paul,R,185.0,USA,27.1,5-7 6-4 6-2 6-2,5,QF,191.0,7.0,2.0,119.0,73.0,48.0,29.0,19.0,6.0,10.0,2.0,2.0,136.0,82.0,47.0,27.0,19.0,19.0,27.0,3.0,8130.0,13.0,3100.0
2024-540,Wimbledon,Grass,128,G,20240701,222,207518,25.0,,Lorenzo Musetti,R,185.0,ITA,22.3,126203,13.0,,Taylor Fritz,R,196.0,USA,26.6,3-6 7-6(5) 6-2 3-6 6-1,5,QF,207.0,7.0,3.0,137.0,83.0,63.0,29.0,22.0,5.0,9.0,10.0,1.0,144.0,88.0,57.0,32.0,23.0,7.0,13.0,25.0,1620.0,12.0,3350.0
2024-540,Wimbledon,Grass,128,G,20240701,223,104925,2.0,,Novak Djokovic,R,188.0,SRB,37.1,200282,9.0,,Alex De Minaur,R,183.0,AUS,25.3,W/O,5,QF,,,,,,,,,,,,,,,,,,,,2.0,8360.0,9.0,3830.0
2024-540,Wimbledon,Grass,128,G,20240701,224,207989,3.0,,Carlos Alcaraz,R,183.0,ESP,21.1,106421,5.0,,Daniil Medvedev,R,198.0,RUS,28.3,6-7(1) 6-3 6-4 6-4,5,SF,175.0,6.0,2.0,113.0,64.0,47.0,30.0,21.0,0.0,3.0,5.0,6.0,131.0,90.0,59.0,22.0,20.0,9.0,15.0,3.0,8130.0,5.0,6445.0
2024-540,Wimbledon,Grass,128,G,20240701,225,104925,2.0,,Novak Djokovic,R,188.0,SRB,37.1,207518,25.0,,Lorenzo Musetti,R,185.0,ITA,22.3,6-4 7-6(2) 6-4,5,SF,168.0,6.0,4.0,103.0,69.0,52.0,15.0,16.0,2.0,4.0,2.0,1.0,111.0,82.0,50.0,12.0,16.0,9.0,13.0,2.0,8360.0,25.0,1620.0
2024-540,Wimbledon,Grass,128,G,20240701,226,207989,3.0,,Carlos Alcaraz,R,183.0,ESP,21.1,104925,2.0,,Novak Djokovic,R,188.0,SRB,37.1,6-2 6-2 7-6(4),5,F,147.0,5.0,6.0,95.0,56.0,47.0,20.0,14.0,2.0,3.0,8.0,4.0,101.0,71.0,47.0,12.0,14.0,9.0,14.0,3.0,8130.0,2.0,8360.0
